id	chrom	start_pos	end_pos	size	gc_content
1209	chr	253221	253235	14	0.21428571428571427
1210	chr	253235	253385	150	0.3
1211	chr	253385	253457	72	0.20833333333333331
1212	chr	253457	253591	134	0.23134328358208955
1213	chr	253591	253630	39	0.23076923076923075
1214	chr	253630	253951	321	0.23364485981308414
1215	chr	253951	254059	108	0.3055555555555556
1216	chr	254059	254751	692	0.2586705202312139
1217	chr	254751	254993	242	0.24380165289256198
1218	chr	254993	255279	286	0.26573426573426573
1219	chr	255279	255533	254	0.2125984251968504
1220	chr	255533	255741	208	0.2403846153846154
1221	chr	255741	256132	391	0.23273657289002558
1222	chr	256132	256251	119	0.23529411764705885
1223	chr	256251	256387	136	0.19852941176470587
1224	chr	256387	256426	39	0.25641025641025644
1225	chr	256426	256561	135	0.17777777777777778
1226	chr	256561	256690	129	0.16279069767441862
1227	chr	256690	256804	114	0.2456140350877193
1228	chr	256804	257012	208	0.20192307692307693
1229	chr	257012	257137	125	0.192
1230	chr	257137	257263	126	0.19047619047619047
1231	chr	257263	257965	702	0.23504273504273507
1232	chr	257965	258051	86	0.2674418604651163
1233	chr	258051	258800	749	0.2269692923898531
1234	chr	258800	258860	60	0.25
1235	chr	258860	259061	201	0.19402985074626866
1236	chr	259061	259169	108	0.2592592592592593
1237	chr	259169	259282	113	0.22123893805309736
1238	chr	259282	259301	19	0.5789473684210527
1239	chr	259301	259537	236	0.23728813559322035
1240	chr	259537	259559	22	0.36363636363636365
1241	chr	259559	259651	92	0.21739130434782608
1242	chr	259651	259868	217	0.2488479262672811
1243	chr	259868	260078	210	0.2571428571428572
1244	chr	260078	260333	255	0.2980392156862745
1245	chr	260333	260387	54	0.2962962962962963
1246	chr	260387	260838	451	0.25942350332594233
1247	chr	260838	260920	82	0.2682926829268293
1248	chr	260920	260971	51	0.21568627450980393
1249	chr	260971	260983	12	0.33333333333333337
1250	chr	260983	261570	587	0.2402044293015332
1251	chr	261570	261602	32	0.28125
1252	chr	261602	261807	205	0.25853658536585367
1253	chr	261807	262027	220	0.3
1254	chr	262027	262078	51	0.2745098039215686
1255	chr	262078	262141	63	0.20634920634920637
1256	chr	262141	262321	180	0.2888888888888889
1257	chr	262321	262417	96	0.2916666666666667
1258	chr	262417	262887	470	0.2574468085106383
1259	chr	262887	263125	238	0.2773109243697479
1260	chr	263125	263413	288	0.2152777777777778
1261	chr	263413	263572	159	0.23270440251572327
1262	chr	263572	263919	347	0.21613832853025935
1263	chr	263919	264472	553	0.21699819168173598
1264	chr	264472	264910	438	0.21689497716894976
1265	chr	264910	264997	87	0.1839080459770115
1266	chr	264997	265173	176	0.2215909090909091
1267	chr	265173	265283	110	0.1909090909090909
1268	chr	265283	265344	61	0.18032786885245902
1269	chr	265344	265478	134	0.19402985074626866
1270	chr	265478	266067	589	0.18845500848896435
1271	chr	266067	266083	16	0.1875
1272	chr	266083	266244	161	0.16149068322981366
1273	chr	266244	266352	108	0.19444444444444442
1274	chr	266352	266475	123	0.1626016260162602
1275	chr	266475	266560	85	0.2
1276	chr	266560	266898	338	0.16863905325443787
1277	chr	266898	266940	42	0.21428571428571427
1278	chr	266940	267172	232	0.21551724137931036
1279	chr	267172	268035	863	0.2491309385863268
1280	chr	268035	268301	266	0.14285714285714288
1281	chr	268301	268334	33	0.18181818181818182
1282	chr	268334	268366	32	0.1875
1283	chr	268366	268549	183	0.27868852459016397
1284	chr	268549	269112	563	0.24689165186500886
1285	chr	269112	269168	56	0.26785714285714285
1286	chr	269168	269751	583	0.2641509433962264
1287	chr	269751	270018	267	0.22846441947565543
1288	chr	270018	270129	111	0.15315315315315314
1289	chr	270129	270250	121	0.2231404958677686
1290	chr	270250	270306	56	0.26785714285714285
1291	chr	270306	270382	76	0.14473684210526316
1292	chr	270382	270727	345	0.1855072463768116
1293	chr	270727	270931	204	0.25
1294	chr	270931	270943	12	0.25
1295	chr	270943	271049	106	0.32075471698113206
1296	chr	271049	271193	144	0.2361111111111111
1297	chr	271193	271328	135	0.2592592592592593
1298	chr	271328	271755	427	0.18501170960187352
1299	chr	271755	271854	99	0.25252525252525254
1300	chr	271854	272286	432	0.28703703703703703
1301	chr	272286	272415	129	0.27906976744186046
1302	chr	272415	272502	87	0.24137931034482757
1303	chr	272502	272616	114	0.2456140350877193
1304	chr	272616	272697	81	0.33333333333333337
1305	chr	272697	272766	69	0.2318840579710145
1306	chr	272766	272869	103	0.31067961165048547
1307	chr	272869	273160	291	0.18213058419243985
1308	chr	273160	273168	8	0.5
1309	chr	273168	273223	55	0.3090909090909091
1310	chr	273223	273369	146	0.2945205479452055
1311	chr	273369	273490	121	0.34710743801652894
1312	chr	273490	273712	222	0.2162162162162162
1313	chr	273712	273753	41	0.24390243902439024
1314	chr	273753	274060	307	0.22149837133550487
1315	chr	274060	274417	357	0.2661064425770308
1316	chr	274417	274833	416	0.23317307692307693
1317	chr	274833	274869	36	0.36111111111111116
1318	chr	274869	274893	24	0.2916666666666667
1319	chr	274893	275034	141	0.24822695035460993
1320	chr	275034	275393	359	0.28133704735376047
1321	chr	275393	275680	287	0.2961672473867596
1322	chr	275680	275860	180	0.2555555555555556
1323	chr	275860	276447	587	0.2010221465076661
1324	chr	276447	276535	88	0.26136363636363635
1325	chr	276535	276697	162	0.19135802469135804
1326	chr	276697	276718	21	0.19047619047619047
1327	chr	276718	276922	204	0.23529411764705885
1328	chr	276922	277210	288	0.22569444444444442
1329	chr	277210	277315	105	0.20952380952380953
1330	chr	277315	277460	145	0.2
1331	chr	277460	277474	14	0.28571428571428575
1332	chr	277474	277504	30	0.26666666666666666
1333	chr	277504	277519	15	0.26666666666666666
1334	chr	277519	277625	106	0.27358490566037735
1335	chr	277625	277741	116	0.20689655172413793
1336	chr	277741	277927	186	0.16666666666666669
1337	chr	277927	278716	789	0.1799746514575412
1338	chr	278716	278859	143	0.16783216783216784
1339	chr	278859	279154	295	0.26440677966101694
1340	chr	279154	279164	10	0.2
1341	chr	279164	279240	76	0.27631578947368424
1342	chr	279240	279357	117	0.23076923076923075
1343	chr	279357	279390	33	0.18181818181818182
1344	chr	279390	279855	465	0.1956989247311828
1345	chr	279855	280135	280	0.21428571428571427
1346	chr	280135	280317	182	0.2747252747252747
1347	chr	280317	280425	108	0.3055555555555556
1348	chr	280425	280529	104	0.3076923076923077
1349	chr	280529	281268	739	0.28687415426251694
1350	chr	281268	281882	614	0.2280130293159609
1351	chr	281882	281972	90	0.12222222222222222
1352	chr	281972	282088	116	0.13793103448275862
1353	chr	282088	282595	507	0.1913214990138067
1354	chr	282595	282734	139	0.2589928057553957
1355	chr	282734	282829	95	0.1894736842105263
1356	chr	282829	282895	66	0.24242424242424243
1357	chr	282895	283144	249	0.18072289156626506
1358	chr	283144	283442	298	0.16778523489932887
1359	chr	283442	283647	205	0.21463414634146344
1360	chr	283647	283755	108	0.2222222222222222
1361	chr	283755	284312	557	0.19389587073608616
1362	chr	284312	284356	44	0.13636363636363635
1363	chr	284356	284847	491	0.19959266802443992
1364	chr	284847	285363	516	0.2674418604651163
1365	chr	285363	285474	111	0.2522522522522523
1366	chr	285474	285504	30	0.26666666666666666
1367	chr	285504	285528	24	0.25
1368	chr	285528	286114	586	0.2764505119453925
1369	chr	286114	286271	157	0.2484076433121019
1370	chr	286271	286374	103	0.30097087378640774
1371	chr	286374	286423	49	0.30612244897959184
1372	chr	286423	286496	73	0.3561643835616438
1373	chr	286496	286583	87	0.26436781609195403
1374	chr	286583	286734	151	0.24503311258278146
1375	chr	286734	286795	61	0.26229508196721313
1376	chr	286795	286843	48	0.2708333333333333
1377	chr	286843	287175	332	0.23493975903614459
1378	chr	287175	287541	366	0.2568306010928962
1379	chr	287541	287637	96	0.20833333333333331
1380	chr	287637	287699	62	0.27419354838709675
1381	chr	287699	287714	15	0.06666666666666667
1382	chr	287714	288009	295	0.26101694915254237
1383	chr	288009	288123	114	0.2456140350877193
1384	chr	288123	288386	263	0.2775665399239544
1385	chr	288386	288717	331	0.2537764350453172
1386	chr	288717	289084	367	0.2833787465940054
1387	chr	289084	289145	61	0.26229508196721313
1388	chr	289145	289193	48	0.2708333333333333
1389	chr	289193	289491	298	0.2214765100671141
1390	chr	289491	289786	295	0.21016949152542375
1391	chr	289786	289809	23	0.13043478260869565
1392	chr	289809	290215	406	0.270935960591133
1393	chr	290215	290289	74	0.22972972972972971
1394	chr	290289	290436	147	0.2312925170068027
1395	chr	290436	291010	574	0.23867595818815332
1396	chr	291010	291103	93	0.22580645161290325
1397	chr	291103	291297	194	0.30412371134020616
1398	chr	291297	291441	144	0.25
1399	chr	291441	291553	112	0.20535714285714285
1400	chr	291553	291583	30	0.33333333333333337
1401	chr	291583	291808	225	0.24444444444444444
1402	chr	291808	291889	81	0.24691358024691357
1403	chr	291889	291995	106	0.32075471698113206
1404	chr	291995	292418	423	0.2387706855791962
1405	chr	292418	292585	167	0.40119760479041916
1406	chr	292585	292609	24	0.41666666666666663
1407	chr	292609	292631	22	0.36363636363636365
1408	chr	292631	292648	17	0.23529411764705885
1409	chr	292648	292664	16	0.4375
1410	chr	292664	292724	60	0.3
1411	chr	292724	292885	161	0.2919254658385093
1412	chr	292885	293282	397	0.24685138539042822
1413	chr	293282	293292	10	0.4
1414	chr	293292	293407	115	0.25217391304347825
1415	chr	293407	293820	413	0.2566585956416465
1416	chr	293820	294570	750	0.24933333333333332
1417	chr	294570	294597	27	0.14814814814814814
1418	chr	294597	294624	27	0.1851851851851852
1419	chr	294624	294663	39	0.20512820512820515
1420	chr	294663	294827	164	0.23170731707317074
1421	chr	294827	295058	231	0.2683982683982684
1422	chr	295058	295371	313	0.2523961661341853
1423	chr	295371	295724	353	0.2577903682719547
1424	chr	295724	295761	37	0.2702702702702703
1425	chr	295761	296193	432	0.24074074074074073
1426	chr	296193	296444	251	0.24701195219123506
1427	chr	296444	296564	120	0.26666666666666666
1428	chr	296564	296730	166	0.24096385542168675
1429	chr	296730	296756	26	0.2692307692307692
1430	chr	296756	297285	529	0.18336483931947067
1431	chr	297285	297504	219	0.18264840182648404
1432	chr	297504	298064	560	0.20178571428571426
1433	chr	298064	298188	124	0.1854838709677419
1434	chr	298188	298218	30	0.3
1435	chr	298218	298244	26	0.2692307692307692
1436	chr	298244	298514	270	0.24444444444444444
1437	chr	298514	298656	142	0.2535211267605634
1438	chr	298656	298736	80	0.225
1439	chr	298736	298758	22	0.36363636363636365
1440	chr	298758	299311	553	0.2115732368896926
1441	chr	299311	299332	21	0.2380952380952381
1442	chr	299332	299612	280	0.2642857142857143
1443	chr	299612	299902	290	0.1620689655172414
1444	chr	299902	299997	95	0.23157894736842105
1445	chr	299997	300199	202	0.28217821782178215
1446	chr	300199	300273	74	0.28378378378378377
1447	chr	300273	300292	19	0.368421052631579
1448	chr	300292	300328	36	0.41666666666666663
1449	chr	300328	300379	51	0.29411764705882354
1450	chr	300379	300396	17	0.29411764705882354
1451	chr	300396	300415	19	0.3157894736842105
1452	chr	300415	300688	273	0.3223443223443223
1453	chr	300688	301111	423	0.2529550827423168
1454	chr	301111	301237	126	0.2619047619047619
1455	chr	301237	301311	74	0.1891891891891892
1456	chr	301311	301384	73	0.2602739726027397
1457	chr	301384	301950	566	0.23674911660777387
1458	chr	301950	302283	333	0.1741741741741742
1459	chr	302283	302613	330	0.20303030303030303
1460	chr	302613	303192	579	0.1606217616580311
1461	chr	303192	303724	532	0.16541353383458646
1462	chr	303724	303861	137	0.24087591240875914
1463	chr	303861	303985	124	0.23387096774193547
1464	chr	303985	304258	273	0.16117216117216115
1465	chr	304258	304279	21	0.19047619047619047
1466	chr	304279	304544	265	0.1849056603773585
1467	chr	304544	304781	237	0.21518987341772153
1468	chr	304781	305508	727	0.20220082530949107
1469	chr	305508	305874	366	0.24863387978142076
1470	chr	305874	305970	96	0.20833333333333331
1471	chr	305970	306032	62	0.25806451612903225
1472	chr	306032	306047	15	0.06666666666666667
1473	chr	306047	306342	295	0.2542372881355932
1474	chr	306342	306456	114	0.2456140350877193
1475	chr	306456	306719	263	0.2775665399239544
1476	chr	306719	307050	331	0.2507552870090634
1477	chr	307050	307592	542	0.23616236162361623
1478	chr	307592	307634	42	0.14285714285714288
1479	chr	307634	307694	60	0.2
1480	chr	307694	307796	102	0.23529411764705885
1481	chr	307796	307842	46	0.1956521739130435
1482	chr	307842	307895	53	0.20754716981132076
1483	chr	307895	308042	147	0.20408163265306123
1484	chr	308042	308102	60	0.25
1485	chr	308102	308216	114	0.2982456140350877
1486	chr	308216	308229	13	0.3076923076923077
1487	chr	308229	308309	80	0.1875
1488	chr	308309	308333	24	0.25
1489	chr	308333	308468	135	0.2592592592592593
1490	chr	308468	308496	28	0.32142857142857145
1491	chr	308496	308504	8	0.25
1492	chr	308504	308705	201	0.2736318407960199
1493	chr	308705	308738	33	0.24242424242424243
1494	chr	308738	308922	184	0.20652173913043476
1495	chr	308922	308933	11	0.18181818181818182
1496	chr	308933	308978	45	0.17777777777777778
1497	chr	308978	309020	42	0.2619047619047619
1498	chr	309020	309172	152	0.2236842105263158
1499	chr	309172	309225	53	0.24528301886792453
1500	chr	309225	309340	115	0.22608695652173913
1501	chr	309340	309547	207	0.2753623188405797
1502	chr	309547	309664	117	0.28205128205128205
1503	chr	309664	309787	123	0.2764227642276423
1504	chr	309787	310334	547	0.21937842778793418
1505	chr	310334	310345	11	0.45454545454545453
1506	chr	310345	310518	173	0.17341040462427745
1507	chr	310518	310527	9	0.2222222222222222
1508	chr	310527	310623	96	0.20833333333333331
1509	chr	310623	311098	475	0.1957894736842105
1510	chr	311098	311545	447	0.21476510067114096
1511	chr	311545	311626	81	0.19753086419753085
1512	chr	311626	312345	719	0.20445062586926288
1513	chr	312345	312369	24	0.20833333333333331
1514	chr	312369	312475	106	0.25471698113207547
1515	chr	312475	312480	5	0.2
1516	chr	312480	312577	97	0.26804123711340205
1517	chr	312577	312776	199	0.20603015075376885
1518	chr	312776	312790	14	0.35714285714285715
1519	chr	312790	312967	177	0.22598870056497178
1520	chr	312967	313078	111	0.23423423423423423
1521	chr	313078	313789	711	0.19971870604781997
1522	chr	313789	313981	192	0.20833333333333331
1523	chr	313981	313988	7	0.28571428571428575
1524	chr	313988	314684	696	0.18103448275862066
1525	chr	314684	315070	386	0.18911917098445596
1526	chr	315070	315327	257	0.20622568093385216
1527	chr	315327	315424	97	0.1443298969072165
1528	chr	315424	316242	818	0.19193154034229828
1529	chr	316242	316506	264	0.20833333333333331
1530	chr	316506	317118	612	0.2042483660130719
1531	chr	317118	317828	710	0.17323943661971833
1532	chr	317828	317995	167	0.2155688622754491
1533	chr	317995	318031	36	0.38888888888888884
1534	chr	318031	318065	34	0.23529411764705885
1535	chr	318065	318202	137	0.19708029197080293
1536	chr	318202	318391	189	0.20634920634920637
1537	chr	318391	318745	354	0.18361581920903955
1538	chr	318745	318781	36	0.19444444444444442
1539	chr	318781	318925	144	0.18055555555555558
1540	chr	318925	319165	240	0.19166666666666668
1541	chr	319165	319447	282	0.16666666666666669
1542	chr	319447	320051	604	0.14735099337748345
1543	chr	320051	320078	27	0.2592592592592593
1544	chr	320078	320221	143	0.13286713286713286
1545	chr	320221	320234	13	0.3076923076923077
1546	chr	320234	320257	23	0.13043478260869565
1547	chr	320257	320516	259	0.16602316602316602
1548	chr	320516	320882	366	0.2540983606557377
1549	chr	320882	320978	96	0.20833333333333331
1550	chr	320978	321040	62	0.27419354838709675
1551	chr	321040	321055	15	0.06666666666666667
1552	chr	321055	321350	295	0.26440677966101694
1553	chr	321350	321464	114	0.2456140350877193
1554	chr	321464	321727	263	0.2737642585551331
1555	chr	321727	322058	331	0.2507552870090634
1556	chr	322058	322129	71	0.26760563380281693
1557	chr	322129	322542	413	0.2397094430992736
1558	chr	322542	322575	33	0.30303030303030304
1559	chr	322575	322848	273	0.22344322344322343
1560	chr	322848	322872	24	0.2916666666666667
1561	chr	322872	323194	322	0.21739130434782608
1562	chr	323194	323447	253	0.23320158102766797
1563	chr	323447	323645	198	0.1767676767676768
1564	chr	323645	323831	186	0.3010752688172043
1565	chr	323831	324440	609	0.26436781609195403
1566	chr	324440	324464	24	0.25
1567	chr	324464	324533	69	0.2028985507246377
1568	chr	324533	324638	105	0.2571428571428572
1569	chr	324638	324785	147	0.2653061224489796
1570	chr	324785	324845	60	0.35
1571	chr	324845	324899	54	0.2777777777777778
1572	chr	324899	325298	399	0.19548872180451127
1573	chr	325298	325456	158	0.20253164556962028
1574	chr	325456	325519	63	0.28571428571428575
1575	chr	325519	325762	243	0.2510288065843621
1576	chr	325762	325889	127	0.22834645669291337
1577	chr	325889	326649	760	0.2
1578	chr	326649	326742	93	0.1827956989247312
1579	chr	326742	326962	220	0.2409090909090909
1580	chr	326962	327219	257	0.17120622568093385
1581	chr	327219	327576	357	0.22408963585434172
1582	chr	327576	328052	476	0.25210084033613445
1583	chr	328052	328140	88	0.26136363636363635
1584	chr	328140	328271	131	0.21374045801526717
1585	chr	328271	328931	660	0.24848484848484848
1586	chr	328931	329404	473	0.22832980972515857
1587	chr	329404	329491	87	0.28735632183908044
1588	chr	329491	329613	122	0.28688524590163933
1589	chr	329613	330119	506	0.2707509881422925
1590	chr	330119	330125	6	0.33333333333333337
1591	chr	330125	330145	20	0.3
1592	chr	330145	330369	224	0.21875
1593	chr	330369	330837	468	0.2692307692307692
1594	chr	330837	330985	148	0.25
1595	chr	330985	331271	286	0.24125874125874128
1596	chr	331271	331500	229	0.20087336244541487
1597	chr	331500	331626	126	0.15873015873015872
1598	chr	331626	331749	123	0.1951219512195122
1599	chr	331749	331770	21	0.19047619047619047
1600	chr	331770	331901	131	0.1984732824427481
1601	chr	331901	331974	73	0.2602739726027397
1602	chr	331974	333113	1139	0.2309043020193152
1603	chr	333113	333123	10	0.4
1604	chr	333123	333239	116	0.25
1605	chr	333239	333650	411	0.25790754257907544
1606	chr	333650	334483	833	0.25690276110444177
1607	chr	334483	334814	331	0.2507552870090634
1608	chr	334814	335077	263	0.2775665399239544
1609	chr	335077	335192	115	0.2608695652173913
1610	chr	335192	335486	294	0.25510204081632654
1611	chr	335486	335502	16	0.1875
1612	chr	335502	335563	61	0.2459016393442623
1613	chr	335563	335660	97	0.21649484536082475
1614	chr	335660	336030	370	0.2594594594594595
1615	chr	336030	336400	370	0.26216216216216215
1616	chr	336400	336653	253	0.2648221343873518
1617	chr	336653	336689	36	0.19444444444444442
1618	chr	336689	336921	232	0.21982758620689655
1619	chr	336921	337173	252	0.2261904761904762
1620	chr	337173	337266	93	0.25806451612903225
1621	chr	337266	337293	27	0.3703703703703704
1622	chr	337293	337330	37	0.35135135135135137
1623	chr	337330	337350	20	0.35
1624	chr	337350	337386	36	0.25
1625	chr	337386	337464	78	0.25641025641025644
1626	chr	337464	339721	2257	0.2467877713779353
1627	chr	339721	339731	10	0.4
1628	chr	339731	340202	471	0.2611464968152866
1629	chr	340202	341092	890	0.27191011235955054
1630	chr	341092	341144	52	0.3076923076923077
1631	chr	341144	341345	201	0.3034825870646766
1632	chr	341345	341435	90	0.3
1633	chr	341435	341480	45	0.2888888888888889
1634	chr	341480	342074	594	0.21885521885521886
1635	chr	342074	342278	204	0.2549019607843137
1636	chr	342278	342403	125	0.29600000000000004
1637	chr	342403	342949	546	0.2490842490842491
1638	chr	342949	343123	174	0.1896551724137931
1639	chr	343123	343202	79	0.24050632911392406
1640	chr	343202	343450	248	0.2217741935483871
1641	chr	343450	343519	69	0.2318840579710145
1642	chr	343519	343588	69	0.2753623188405797
1643	chr	343588	343675	87	0.26436781609195403
1644	chr	343675	343955	280	0.35714285714285715
1645	chr	343955	343966	11	0.7272727272727273
1646	chr	343966	344022	56	0.5535714285714285
1647	chr	344022	344046	24	0.5416666666666666
1648	chr	344046	344067	21	0.6190476190476191
1649	chr	344067	344128	61	0.5245901639344263
1650	chr	344128	344531	403	0.2803970223325062
1651	chr	344531	344567	36	0.2777777777777778
1652	chr	344567	344822	255	0.17647058823529413
1653	chr	344822	345095	273	0.16117216117216115
1654	chr	345095	345260	165	0.1878787878787879
1655	chr	345260	345686	426	0.2793427230046948
1656	chr	345686	345941	255	0.2196078431372549
1657	chr	345941	346008	67	0.26865671641791045
1658	chr	346008	346358	350	0.18
1659	chr	346358	346589	231	0.19047619047619047
1660	chr	346589	346692	103	0.29126213592233013
1661	chr	346692	346797	105	0.21904761904761905
1662	chr	346797	346926	129	0.23255813953488372
1663	chr	346926	347457	531	0.20715630885122413
1664	chr	347457	347794	337	0.17507418397626112
1665	chr	347794	347898	104	0.23076923076923075
1666	chr	347898	347979	81	0.2592592592592593
1667	chr	347979	348085	106	0.3584905660377358
1668	chr	348085	348303	218	0.22477064220183485
1669	chr	348303	348839	536	0.24813432835820895
1670	chr	348839	349633	794	0.21662468513853905
1671	chr	349633	349801	168	0.25595238095238093
1672	chr	349801	350179	378	0.24867724867724866
1673	chr	350179	350191	12	0.25
1674	chr	350191	350688	497	0.19114688128772633
1675	chr	350688	351325	637	0.20408163265306123
1676	chr	351325	351394	69	0.2318840579710145
1677	chr	351394	351793	399	0.18796992481203006
1678	chr	351793	351832	39	0.1794871794871795
1679	chr	351832	351907	75	0.3066666666666667
1680	chr	351907	352051	144	0.3055555555555556
1681	chr	352051	352132	81	0.2716049382716049
1682	chr	352132	352303	171	0.2046783625730994
1683	chr	352303	352423	120	0.2833333333333333
1684	chr	352423	352630	207	0.2222222222222222
1685	chr	352630	352636	6	0.33333333333333337
1686	chr	352636	352765	129	0.3023255813953488
1687	chr	352765	353131	366	0.23497267759562843
1688	chr	353131	353146	15	0.4
1689	chr	353146	353160	14	0.35714285714285715
1690	chr	353160	353179	19	0.2105263157894737
1691	chr	353179	353383	204	0.2647058823529412
1692	chr	353383	353654	271	0.26199261992619927
1693	chr	353654	354361	707	0.18246110325318246
1694	chr	354361	354574	213	0.215962441314554
1695	chr	354574	354877	303	0.20132013201320131
1696	chr	354877	355069	192	0.25
1697	chr	355069	355618	549	0.20218579234972675
1698	chr	355618	355813	195	0.24615384615384617
1699	chr	355813	355837	24	0.20833333333333331
1700	chr	355837	355843	6	0.33333333333333337
1701	chr	355843	355969	126	0.2698412698412698
1702	chr	355969	356094	125	0.336
1703	chr	356094	356473	379	0.287598944591029
1704	chr	356473	356532	59	0.2711864406779661
1705	chr	356532	356549	17	0.23529411764705885
1706	chr	356549	356595	46	0.2608695652173913
1707	chr	356595	356703	108	0.2777777777777778
1708	chr	356703	356919	216	0.3796296296296296
1709	chr	356919	357234	315	0.26031746031746034
1710	chr	357234	357304	70	0.15714285714285714
1711	chr	357304	357601	297	0.15151515151515152
1712	chr	357601	357705	104	0.20192307692307693
1713	chr	357705	357717	12	0.33333333333333337
1714	chr	357717	357904	187	0.17647058823529413
1715	chr	357904	358196	292	0.1780821917808219
1716	chr	358196	358248	52	0.1923076923076923
1717	chr	358248	358765	517	0.21083172147001936
1718	chr	358765	358801	36	0.16666666666666669
1719	chr	358801	358840	39	0.23076923076923075
1720	chr	358840	359110	270	0.2518518518518519
1721	chr	359110	359116	6	0.33333333333333337
1722	chr	359116	359462	346	0.2167630057803468
1723	chr	359462	359499	37	0.2162162162162162
1724	chr	359499	359552	53	0.1509433962264151
1725	chr	359552	360033	481	0.2785862785862786
1726	chr	360033	360271	238	0.20168067226890757
1727	chr	360271	360291	20	0.35
1728	chr	360291	360363	72	0.19444444444444442
1729	chr	360363	360423	60	0.11666666666666665
1730	chr	360423	360875	452	0.1902654867256637
1731	chr	360875	361535	660	0.16666666666666669
1732	chr	361535	361556	21	0.19047619047619047
1733	chr	361556	362153	597	0.16917922948073702
1734	chr	362153	362213	60	0.13333333333333333
1735	chr	362213	362504	291	0.1752577319587629
1736	chr	362504	362546	42	0.30952380952380953
1737	chr	362546	362825	279	0.2508960573476703
1738	chr	362825	363031	206	0.17961165048543687
1739	chr	363031	363127	96	0.2916666666666667
1740	chr	363127	363499	372	0.25
1741	chr	363499	363541	42	0.2380952380952381
1742	chr	363541	363838	297	0.19528619528619529
1743	chr	363838	364064	226	0.15044247787610618
1744	chr	364064	364373	309	0.1262135922330097
1745	chr	364373	364764	391	0.18414322250639387
1746	chr	364764	364903	139	0.22302158273381295
1747	chr	364903	365110	207	0.21256038647342992
1748	chr	365110	365245	135	0.2
1749	chr	365245	365650	405	0.19753086419753085
1750	chr	365650	365682	32	0.15625
1751	chr	365682	365746	64	0.3125
1752	chr	365746	365875	129	0.20155038759689922
1753	chr	365875	365998	123	0.14634146341463417
1754	chr	365998	366250	252	0.20238095238095238
1755	chr	366250	366655	405	0.2
1756	chr	366655	366742	87	0.1839080459770115
1757	chr	366742	367029	287	0.21951219512195125
1758	chr	367029	367467	438	0.2077625570776256
1759	chr	367467	368104	637	0.20722135007849293
1760	chr	368104	368530	426	0.19248826291079812
1761	chr	368530	368563	33	0.12121212121212122
1762	chr	368563	368662	99	0.20202020202020202
1763	chr	368662	368844	182	0.15384615384615385
1764	chr	368844	368972	128	0.21875
1765	chr	368972	369345	373	0.2546916890080429
1766	chr	369345	369420	75	0.41333333333333333
1767	chr	369420	369835	415	0.5325301204819277
1768	chr	369835	370022	187	0.45989304812834225
1769	chr	370022	370069	47	0.4042553191489362
1770	chr	370069	370222	153	0.45751633986928103
1771	chr	370222	370246	24	0.625
1772	chr	370246	370644	398	0.46733668341708545
1773	chr	370644	370923	279	0.4767025089605735
1774	chr	370923	371088	165	0.4484848484848485
1775	chr	371088	371213	125	0.44
1776	chr	371213	371331	118	0.46610169491525427
1777	chr	371331	371516	185	0.4378378378378378
1778	chr	371516	371800	284	0.45422535211267606
1779	chr	371800	372004	204	0.42647058823529416
1780	chr	372004	372137	133	0.3383458646616541
1781	chr	372137	372414	277	0.3032490974729242
1782	chr	372414	372477	63	0.2698412698412698
1783	chr	372477	372653	176	0.5227272727272727
1784	chr	372653	372670	17	0.411764705882353
1785	chr	372670	373656	986	0.47565922920892495
1786	chr	373656	373688	32	0.59375
1787	chr	373688	373795	107	0.4766355140186916
1788	chr	373795	373818	23	0.30434782608695654
1789	chr	373818	373972	154	0.5
1790	chr	373972	374012	40	0.2
1791	chr	374012	374105	93	0.1827956989247312
1792	chr	374105	374791	686	0.239067055393586
1793	chr	374791	374845	54	0.33333333333333337
1794	chr	374845	374914	69	0.2898550724637681
1795	chr	374914	375034	120	0.25
1796	chr	375034	375093	59	0.22033898305084748
1797	chr	375093	375368	275	0.18181818181818182
1798	chr	375368	375908	540	0.23703703703703702
1799	chr	375908	375953	45	0.2
1800	chr	375953	375974	21	0.2380952380952381
1801	chr	375974	376036	62	0.24193548387096775
1802	chr	376036	376446	410	0.2707317073170732
1803	chr	376446	376548	102	0.23529411764705885
1804	chr	376548	376629	81	0.2962962962962963
1805	chr	376629	377376	747	0.2597054886211513
1806	chr	377376	377692	316	0.2879746835443038
1807	chr	377692	378023	331	0.2507552870090634
1808	chr	378023	378286	263	0.2699619771863118
1809	chr	378286	378401	115	0.2608695652173913
1810	chr	378401	378695	294	0.25170068027210885
1811	chr	378695	378711	16	0.1875
1812	chr	378711	378772	61	0.2459016393442623
1813	chr	378772	378869	97	0.21649484536082475
1814	chr	378869	379234	365	0.24931506849315066
1815	chr	379234	379423	189	0.2592592592592593
1816	chr	379423	379473	50	0.24
1817	chr	379473	379729	256	0.234375
1818	chr	379729	379830	101	0.21782178217821785
1819	chr	379830	379957	127	0.28346456692913385
1820	chr	379957	380087	130	0.27692307692307694
1821	chr	380087	380582	495	0.22424242424242424
1822	chr	380582	380706	124	0.25806451612903225
1823	chr	380706	380817	111	0.34234234234234234
1824	chr	380817	380889	72	0.2777777777777778
1825	chr	380889	380957	68	0.25
1826	chr	380957	381101	144	0.2222222222222222
1827	chr	381101	381467	366	0.2568306010928962
1828	chr	381467	381563	96	0.20833333333333331
